名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
内蒙古博誉国际旅行社,内蒙古,呼和浩特,呼和浩特,0471,133****0989,润宇,兴安北路鼎盛华世纪广场20号楼15005室,景点,旅行社,111.697282,40.837026
内蒙古一代天骄旅行社,内蒙古,呼和浩特,呼和浩特,0471,136****1583,火车站,火车站西300米嘉誉宾馆（近火车站）,景点,旅行社,111.662794,40.828294
观光旅行社,内蒙古,呼和浩特,呼和浩特,0471,186****4548;136****3727,鼓楼,锡林北路海亮国贸大厦C座1302室,景点,旅行社,111.665025,40.828885
内蒙古海外旅行社,内蒙古,呼和浩特,呼和浩特,0471,185****6389,金宇文苑,乌兰察布西路干休所东侧门脸,景点,旅行社,111.701101,40.821003
内蒙古行天下旅行社,内蒙古,呼和浩特,呼和浩特,0471,4008691660,乌兰察布东街,太伟方恒广场C_1027,景点,旅行社,111.714218,40.83284
内蒙古大漠风光旅行社有限责任公司,内蒙古,呼和浩特,呼和浩特,0471,158****2888;136****5666,长乐宫,新华东街长安金座B座809室,景点,旅行社,111.706451,40.8298
内蒙古牧之歌旅行社有限公司,内蒙古,呼和浩特,呼和浩特,0471,6917114,金桥,兴安南路天鹅小区1号楼401,景点,旅行社,111.712045,40.797425
博众旅游,内蒙古,呼和浩特,呼和浩特,0471,186****2282,呼和佳地,哲里木路文苑大厦A座二楼,景点,旅行社,111.67881,40.852222
草原乳文化博物馆,内蒙古,呼和浩特,土默特左旗,0471,,土默特左旗其他,金山开发区金山大道8号,景点,博物馆,111.45411,40.745497
盛美庄园,内蒙古,呼和浩特,呼和浩特,0471,2531103,赛罕区,金桥开发区金河镇南舍必崖盛美生态草莓采摘基地,景点,动植物园,111.808235,40.722317
足迹旅行社,内蒙古,呼和浩特,呼和浩特,0471,150****6707,海亮,中山西路海亮誉峰1号楼1301室,景点,旅行社,111.668304,40.813553
前窑子水库,内蒙古,呼和浩特,和林格尔县,0471,186****6518,和林格尔县其他,新店子镇,景点,现代建筑,112.21666,40.298939
昭君旅行社,内蒙古,呼和浩特,呼和浩特,0471,6668888,火车站,新华大街69号（昭君大酒店办公楼401）,景点,旅行社,111.668521,40.822188
金桥旅行社,内蒙古,呼和浩特,呼和浩特,0471,4307224,火车站,文化宫路火车站对面嘉誉酒店1层,景点,旅行社,111.662819,40.828219
内蒙古敖包相会旅行社,内蒙古,呼和浩特,呼和浩特,0471,4926002,长乐宫,新华东街长安金座C座3单元7楼,景点,旅行社,111.705757,40.829517
乐悠游嘉年华,内蒙古,呼和浩特,呼和浩特,0471,185****1122,海亮,中山西路1号维多利时代itimes4层,景点,更多景点/周边游,111.669296,40.815548
