名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
南宋御街,浙江,杭州,杭州,0571,87886308,吴山广场/河坊街,清波街道中山中路106号,景点,人文古迹,120.170015,30.240738
伍公庙,浙江,杭州,杭州,0571,,吴山广场/河坊街,伍公山1号,景点,宗教,120.170471,30.238321
临安城遗址,浙江,杭州,杭州,0571,,南山路/柳浪闻莺/美术学院,察院前巷50号,景点,古代遗迹,120.169765,30.23277
杭州市城市规划展览馆,浙江,杭州,杭州,0571,87559688,钱江新城/四季青,新业路市民中心裙楼L座（市民中心地铁站A2口旁）,景点,陈列馆,120.211704,30.246694
白沙泉,浙江,杭州,杭州,0571,,西湖北线/黄龙,栖霞岭紫云洞附近,景点,自然风光,120.139511,30.260554
玉皇山,浙江,杭州,杭州,0571,87915091;87088051,龙井/虎跑,玉皇山路1号,景点,自然风光,120.153844,30.21808
功臣塔,浙江,杭州,临安,0571,,临安区其他,东南1公里的功臣山巅,景点,历史建筑,119.734164,30.226878
六公园,浙江,杭州,杭州,0571,,湖滨/解百商厦,西湖风景名胜区内,景点,城市公园,120.160069,30.255561
朱养心膏药店旧址,浙江,杭州,杭州,0571,88833201,吴山广场/河坊街,大井巷13号,景点,历史建筑,120.170472,30.238642
石屋洞,浙江,杭州,杭州,0571,87700088,龙井/虎跑,满觉陇路下满组新小区47号,景点,更多景点/周边游,120.130405,30.219705
