名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
妙峰山风景名胜区,北京,北京,门头沟区,010,61882936;61882920,门头沟区,妙峰山镇涧沟村,景点,自然风光,116.026185,40.063017
明皇文化艺术馆,北京,北京,北京,010,69747257,昌平镇,西关环岛西北侧,景点,展览馆,116.213211,40.224319
明十三陵,北京,北京,北京,010,60761005,十三陵水库,昌赤路十三陵定陵,景点,古代遗迹,116.235741,40.280537
慕田峪长城,北京,北京,怀柔区,010,61626876;61626022,渤海镇/慕田峪长城,渤海镇怀黄路慕田峪环岛旁,景点,历史建筑,116.565078,40.431632
那王府,北京,北京,北京,010,86080641,安定门,宝钞胡同甲19号,景点,历史建筑,116.398972,39.946522
北京麋鹿生态实验中心,北京,北京,北京,010,69280675,大兴区,鹿苑路(近旧忠路)南海子公园麋鹿苑内,景点,博物馆,116.457545,39.777035
欧阳予倩故居,北京,北京,北京,010,,东四,张自忠路甲5号（张自忠路地铁站A西北口步行240米）,景点,纪念馆,116.413788,39.933884
蒲洼狩猎场,北京,北京,北京,010,61371400,房山区,西南深山区蒲洼乡芦子水村,景点,更多景点/周边游,115.555328,39.764679
齐白石故居,北京,北京,北京,010,,复兴门,跨车胡同13号,景点,名人故居,116.364166,39.914574
崇礼住宅,北京,北京,北京,010,,东四,东四六条63-65号,景点,历史建筑,116.419991,39.930378
庆王府,北京,北京,北京,010,63443666,后海/什刹海,定阜街3号院,景点,历史建筑,116.380745,39.935982
燃灯佛舍利塔,北京,北京,北京,010,,新华大街,大成街临1号,景点,宗教,116.665756,39.915611
僧格林沁祠,北京,北京,北京,010,,地安门,地安门东大街47号,景点,宗教,116.407005,39.933685
上方山云水洞,北京,北京,北京,010,61315542,上方山国家森林公园,韩村河镇上方山水云洞,景点,自然风光,115.813812,39.667839
京报馆,北京,北京,北京,010,63152362;185****1925,虎坊桥,魏染胡同30号（虎坊桥地铁站A西北口步行410米）,景点,历史建筑,116.380722,39.891064
圣莲山风景区,北京,北京,北京,010,4008087179,房山区,史家营乡贾金路乡柳林水村,景点,自然风光,115.699615,39.841507
