名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
巴公房子,湖北,武汉,武汉,027,,客运港/江滩,洞庭街65号,景点,现代建筑,114.29982,30.586079
邦可花园旧址,湖北,武汉,武汉,027,,客运港/江滩,洞庭街78号,景点,古代遗迹,114.300693,30.586743
高氏医院旧址,湖北,武汉,武汉,027,,客运港/江滩,黎黄陂路38号,景点,古代遗迹,114.298476,30.588576
黄小鸭diy艺术馆,湖北,武汉,武汉,027,87210841,石牌岭/街道口,武昌广埠屯赛博数码广场对面桂园路华师文化街24号,景点,美术馆,114.357997,30.524945
武汉科学技术馆,湖北,武汉,武汉,027,50755500;50750732,客运港/江滩,沿江大道91号,景点,科技馆,114.299942,30.579241
刘少奇故居,湖北,武汉,武汉,027,,客运港/江滩,汉口友益街尚德里4号,景点,名人故居,114.295662,30.591365
鲁肃墓,湖北,武汉,武汉,027,,琴台,晴川街道龟山北路5号龟山公园内,景点,古代遗迹,114.278861,30.555176
汉口美国海军青年会旧址,湖北,武汉,武汉,027,,客运港/江滩,黎黄陂路10号化妆品报,景点,古代遗迹,114.300212,30.587352
盘龙城遗址博物院,湖北,武汉,武汉,027,61915773,盘龙城,盘龙大道1号,景点,博物馆,114.260415,30.695453
起义街清真寺,湖北,武汉,武汉,027,,首义汇/阅马场,起义街67号,景点,宗教,114.306526,30.524763
日伪汉口放送局旧址,湖北,武汉,武汉,027,,客运港/江滩,胜利街171号,景点,古代遗迹,114.298773,30.588048
世界宝玉石博览馆,湖北,武汉,新洲区,027,89530635,新洲区,旅游大道1号道观河风景旅游区（西北角）,景点,博物馆,115.009099,30.868335
花园山天主教堂,湖北,武汉,武汉,027,,司门口,胭脂路花园山3号,景点,宗教,114.308174,30.551121
辛亥首义发难处工程营旧址,湖北,武汉,武汉,027,,首义汇/阅马场,首义路街道张之洞路234号,景点,古代遗迹,114.307939,30.533115
光谷广场,湖北,武汉,武汉,027,,光谷/鲁巷,关东街道雄楚大道981号,景点,广场,114.399323,30.506063
武汉海昌极地海洋公园,湖北,武汉,武汉,027,85699999,后湖,金银潭大道96号,景点,主题乐园,114.277873,30.664392
梁山头商业街,湖北,武汉,武汉,027,,藏龙岛,杨桥湖大道17号,景点,休闲街区,114.430672,30.421434
青岛路历史风貌区,湖北,武汉,武汉,027,,客运港/江滩,青岛路周边,景点,步行街,114.298181,30.581611
武汉欢乐谷,湖北,武汉,武汉,027,88518861,八大家/红钢城,欢乐大道196号,景点,主题乐园,114.393272,30.591464
湖北康辉国际旅行社,湖北,武汉,武汉,027,82805981,客运港/江滩,合作路34号,景点,旅行社,114.297774,30.585594
鼓楼洞,湖北,武汉,武汉,027,,司门口,武昌路58号（蛇山脚下）,景点,历史建筑,114.308572,30.54409
沙湖公园,湖北,武汉,武汉,027,88118798,武昌区,秦园东路与沙湖大道交口,景点,公园/广场,114.334206,30.565653
谭鑫培公园,湖北,武汉,武汉,027,,纸坊,文化大道与谭鑫培路交口东北角,景点,公园/广场,114.323799,30.369422
东南航空旅行社,湖北,武汉,武汉,027,83760722,武胜路,中山大道226号万安国际1914号,景点,旅行社,114.264455,30.568823
湖北九州国际旅行社有限责任公司,湖北,武汉,武汉,027,82798068,江汉路步行街,中山大道818号佳丽广场45楼,景点,旅行社,114.291177,30.578477
湖北新华旅行社光谷门市部,湖北,武汉,武汉,027,180****8210,光谷/鲁巷,光谷步行街尚都酒店公寓二栋0916（近光谷国际广场）,景点,旅行社,114.402127,30.5043
新区公园,湖北,武汉,武汉,027,,江汉大学,汉阳大道（近升官渡小区）,景点,公园/广场,114.194264,30.532781
硚口民族工业博物馆,湖北,武汉,武汉,027,83496800,古田路,丰硕路28号武汉新工厂高新技术产业园16栋,景点,博物馆,114.191618,30.606642
楚天181文化创意产业园,湖北,武汉,武汉,027,,水果湖,东湖路181号,景点,步行街,114.365041,30.566383
江岸清真寺,湖北,武汉,武汉,027,,百步亭/二七,二七街绿城黄浦湾,景点,宗教,114.318215,30.620455
毛泽东故居,湖北,武汉,武汉,027,185****9699,水果湖,东湖路142号东湖宾馆内,景点,名人故居,114.367656,30.554746
锦里沟风景区,湖北,武汉,武汉,027,61521111,黄陂区,蔡店乡,景点,自然风光,114.225264,31.272856
自游天下旅行社,湖北,武汉,武汉,027,88130005;159****6881,首义汇/阅马场,阅马场景观楼（黄鹤楼）,景点,旅行社,114.307043,30.540233
康辉国际旅行社,湖北,武汉,武汉,027,84296465,沌口,沌阳街道车城西路绿岛花园13号（近湘隆时代广场）,景点,旅行社,114.168376,30.497789
武汉杜莎夫人蜡像馆,湖北,武汉,武汉,027,87116104;87116288,水果湖,水果湖街道第1街区楚河汉街21号,景点,蜡像馆,114.344457,30.555082
旅游百事通,湖北,武汉,武汉,027,82245986,百步亭/二七,二七路136号,景点,旅行社,114.313103,30.622898
辛亥革命博物院,湖北,武汉,武汉,027,88051911,首义汇/阅马场,黄鹤楼街道彭刘杨路258号（首义广场南侧）,景点,博物馆,114.305405,30.537052
中山舰博物馆,湖北,武汉,武汉,027,81561913,江夏区,金口街道中山舰路特1号,景点,博物馆,114.13427,30.345278
吉庆民俗街,湖北,武汉,武汉,027,82819969,江汉路步行街,中山大道677号（大智路口）,景点,步行街,114.293434,30.585909
狮子山,湖北,武汉,武汉,027,,石牌岭/街道口,狮子山街道学院路（近华中农业大学博园住宿区）,景点,自然风光,114.360288,30.478788
问津书院,湖北,武汉,新洲区,027,,新洲区,旧街街道近郊旧街孔子河畔,景点,历史建筑,114.896225,30.795927
圣米迦勒堂,湖北,武汉,武汉,027,88082701,首义汇/阅马场,紫阳街办事处复兴路26号,景点,景点/周边游,114.301797,30.529542
楚望台遗址公园,湖北,武汉,武汉,027,,石牌岭/街道口,津水路7号,景点,古代遗迹,114.308823,30.525656
伏虎山烈士陵园,湖北,武汉,武汉,027,,石牌岭/街道口,卓刀泉公园后面,景点,烈士陵园,114.370329,30.516563
圣约瑟学堂旧址,湖北,武汉,武汉,027,,和平大道积玉桥,崇福山街49-51号,景点,古代遗迹,114.305817,30.550587
