名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
红园,上海,上海,上海,021,64305156,老闵行/交大师大,江川路354号（近红园路）,景点,公园/广场,121.414146,31.003397
上海杜莎夫人蜡像馆,上海,上海,上海,021,4000988966,人民广场/南京路,南京西路2-68号新世界城10楼（近西藏中路）,景点,蜡像馆,121.473343,31.234663
枫泾古镇景区,上海,上海,上海,021,57355555,枫泾镇,亭枫公路8588弄28号,景点,古村古镇,121.016113,30.887138
上海大自然野生昆虫馆,上海,上海,上海,021,58405921;58403622,陆家嘴,陆家嘴丰和路1号,景点,动物园,121.497826,31.240379
闵行体育公园,上海,上海,上海,021,54823272;64612503,七宝,七宝镇新镇路456号,景点,文化公园,121.370949,31.143419
上海月湖雕塑公园,上海,上海,上海,021,57798090,佘山,佘山镇林荫新路1158号,景点,文化公园,121.206453,31.102861
豆香园,上海,上海,上海,021,,源深体育中心,灵山路412号(桃林路口),景点,城市公园,121.539513,31.226824
蔓趣公园,上海,上海,上海,021,58833302,三林地区,洪山路195号,景点,城市公园,121.50042,31.174326
济阳公园,上海,上海,上海,021,58452940,上南地区,耀华路600号(济阳路口),景点,城市公园,121.479797,31.169447
上南公园,上海,上海,上海,021,68589980,上南地区,德州路198号（成山路地铁站2号口步行270米）,景点,公园/广场,121.498566,31.167259
临沂公园,上海,上海,上海,021,58700024,上南地区,东方路3683号(近浦东南路),景点,城市公园,121.506882,31.188145
川沙公园,上海,上海,上海,021,58982285,川沙,南桥路456-458号（川沙地铁站1号口步行330米）,景点,公园/广场,121.700947,31.190935
泾东公园,上海,上海,上海,021,58513742,金杨地区,闵行新区罗山路286号,景点,城市公园,121.556205,31.247232
高桥公园,上海,上海,上海,021,,外高桥,花山路482号,景点,城市公园,121.572777,31.345579
漕河泾开发区公园,上海,上海,上海,021,64851297,虹梅路,桂果路601号（近宜山路）,景点,城市公园,121.400253,31.169241
康健园,上海,上海,上海,021,64365081,漕河泾/田林,冠生园路458号（桂林公园地铁站4号口步行370米）,景点,城市公园,121.42205,31.164005
漕溪公园,上海,上海,上海,021,64380513,万体馆,漕溪路203号（近漕宝路地铁站2号口）,景点,城市公园,121.436035,31.171976
东安公园,上海,上海,上海,021,54661856,龙华/西岸,中山南二路811号,景点,城市公园,121.4543,31.18512
光启公园,上海,上海,上海,021,64381780,徐家汇,南丹路17号（近汇站路）,景点,城市公园,121.434639,31.189577
水霞公园,上海,上海,上海,021,62740298,天山,仙霞路505号,景点,城市公园,121.390335,31.206905
