名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
广旅国际旅行社,广西,桂林,桂林,0773,3555362,桂林站,南门街道五松潭巷3号,景点,旅行社,110.285261,25.269661
桂林天鹅国旅,广西,桂林,桂林,0773,3822688,桂林站,中山南路35号经贸大厦17-1,景点,旅行社,110.283733,25.257743
广西漓江国旅,广西,桂林,桂林,0773,2868288,中心广场/两江四湖,叠彩街道凤北路7号,景点,旅行社,110.301992,25.283652
农家寨（三里店）接待点,广西,桂林,桂林,0773,139****3444,会展中心/甲天下广场,辅星路甲天下广场北300米,景点,旅行社,110.310248,25.265238
两江四湖夜游船+象鼻山,广西,桂林,桂林,0773,189****4210,理工大学屏风校区,建干路12号桂林理工大学科技园教一楼1117号,景点,旅行社,110.314329,25.282366
台联国际旅行社,广西,桂林,桂林,0773,151****8784,理工大学屏风校区,穿山路与自由路交叉口西南50米,景点,旅行社,110.305479,25.275829
虹桥国际旅行社,广西,桂林,桂林,0773,,桂林站,翠竹路南巷6号地质勘探院4栋1单元2-1号,景点,旅行社,110.269869,25.257429
桂林市战友国际旅行社,广西,桂林,桂林,0773,2230947,象山公园,雉山路72号,景点,旅行社,110.292346,25.263948
湖南会馆,广西,桂林,恭城瑶族自治县,0773,,恭城县区,兴隆街68号,景点,人文古迹,110.831657,24.835218
台联国际旅行社,广西,桂林,桂林,0773,3559833,桂林站,环城西一路123号5栋（香江饭店南楼正对面）,景点,旅行社,110.283109,25.258308
汉唐国际旅行社,广西,桂林,桂林,0773,8988181,西山公园,西山路27号,景点,旅行社,110.274288,25.278007
桂林阳朔国旅,广西,桂林,桂林,0773,,西城路步行街,临桂路5号,景点,旅行社,110.286572,25.271252
桂林园博园,广西,桂林,桂林,0773,3676200,大学城,雁山街389号,景点,园林,110.31443,25.063503
台联国际旅行社,广西,桂林,桂林,0773,2301155;181****2115,西城路步行街,中山中路10号佳信·自由时代9层,景点,旅行社,110.29026,25.270781
